0		1.0		0.9		0.8		0.7		0.6		0.5		0.4		0.3		0.2		0.1		0.0
5.0120E+03	1.1135E-15	1.2260E-15	1.3638E-15	1.5386E-15	1.7680E-15	2.0805E-15	2.5283E-15	3.2172E-15	4.3758E-15	6.4578E-15	8.7447E-15
6.3100E+03	4.8755E-16	5.3686E-16	5.9741E-16	6.7436E-16	7.7556E-16	9.1388E-16	1.1128E-15	1.4205E-15	1.9414E-15	2.8822E-15	3.8844E-15
7.9430E+03	2.1310E-16	2.3462E-16	2.6111E-16	2.9482E-16	3.3922E-16	4.0008E-16	4.8790E-16	6.2434E-16	8.5693E-16	1.2793E-15	1.7194E-15
1.0000E+04	9.2991E-17	1.0235E-16	1.1389E-16	1.2861E-16	1.4797E-16	1.7459E-16	2.1311E-16	2.7322E-16	3.7629E-16	5.6470E-16	7.5775E-16
1.2590E+04	4.0516E-17	4.4573E-17	4.9578E-17	5.5969E-17	6.4383E-17	7.5963E-17	9.2764E-17	1.1907E-16	1.6442E-16	2.4782E-16	3.3230E-16
1.5850E+04	1.7622E-17	1.9375E-17	2.1540E-17	2.4303E-17	2.7944E-17	3.2957E-17	4.0242E-17	5.1680E-17	7.1490E-17	1.0813E-16	1.4494E-16
1.9950E+04	7.6481E-18	8.4039E-18	9.3370E-18	1.0528E-17	1.2097E-17	1.4257E-17	1.7399E-17	2.2343E-17	3.0934E-17	4.6901E-17	6.2855E-17
2.5120E+04	3.3105E-18	3.6354E-18	4.0365E-18	4.5477E-18	5.2214E-18	6.1483E-18	7.4968E-18	9.6202E-18	1.3320E-17	2.0225E-17	2.7096E-17
3.1620E+04	1.4279E-18	1.5672E-18	1.7391E-18	1.9580E-18	2.2460E-18	2.6420E-18	3.2178E-18	4.1247E-18	5.7073E-18	8.6692E-18	1.1608E-17
3.9810E+04	6.1308E-19	6.7266E-19	7.4609E-19	8.3946E-19	9.6216E-19	1.1307E-18	1.3753E-18	1.7604E-18	2.4326E-18	3.6930E-18	4.9402E-18
5.0120E+04	2.6170E-19	2.8708E-19	3.1835E-19	3.5804E-19	4.1009E-19	4.8148E-19	5.8489E-19	7.4742E-19	1.0309E-18	1.5630E-18	2.0881E-18
6.3100E+04	1.1090E-19	1.2167E-19	1.3493E-19	1.5172E-19	1.7370E-19	2.0379E-19	2.4729E-19	3.1549E-19	4.3423E-19	6.5698E-19	8.7620E-19
7.9430E+04	4.6586E-20	5.1126E-20	5.6715E-20	6.3782E-20	7.3022E-20	8.5635E-20	1.0382E-19	1.3226E-19	1.8163E-19	2.7411E-19	3.6481E-19
1.0000E+05	1.9370E-20	2.1270E-20	2.3608E-20	2.6562E-20	3.0419E-20	3.5672E-20	4.3228E-20	5.5006E-20	7.5383E-20	1.1344E-19	1.5063E-19
1.2590E+05	7.9603E-21	8.7478E-21	9.7167E-21	1.0940E-20	1.2536E-20	1.4708E-20	1.7824E-20	2.2665E-20	3.1012E-20	4.6532E-20	6.1630E-20
1.5850E+05	3.2290E-21	3.5516E-21	3.9487E-21	4.4502E-21	5.1044E-21	5.9934E-21	7.2670E-21	9.2404E-21	1.2631E-20	1.8901E-20	2.4970E-20
1.9950E+05	1.2913E-21	1.4216E-21	1.5823E-21	1.7852E-21	2.0501E-21	2.4101E-21	2.9252E-21	3.7218E-21	5.0860E-21	7.5944E-21	1.0010E-20
2.5120E+05	5.0863E-22	5.6057E-22	6.2462E-22	7.0560E-22	8.1139E-22	9.5525E-22	1.1611E-21	1.4791E-21	2.0222E-21	3.0158E-21	3.9668E-21
3.1620E+05	1.9723E-22	2.1758E-22	2.4273E-22	2.7455E-22	3.1617E-22	3.7283E-22	4.5398E-22	5.7933E-22	7.9306E-22	1.1825E-21	1.5530E-21
3.9810E+05	7.5280E-23	8.3129E-23	9.2839E-23	1.0515E-22	1.2126E-22	1.4324E-22	1.7476E-22	2.2351E-22	3.0659E-22	4.5751E-22	6.0036E-22
5.0120E+05	2.8296E-23	3.1274E-23	3.4964E-23	3.9647E-23	4.5791E-23	5.4184E-23	6.6246E-23	8.4934E-23	1.1682E-22	1.7465E-22	2.2915E-22
6.3100E+05	1.0486E-23	1.1599E-23	1.2981E-23	1.4736E-23	1.7043E-23	2.0200E-23	2.4749E-23	3.1815E-23	4.3893E-23	6.5806E-23	8.6403E-23
7.9430E+05	3.8394E-24	4.2501E-24	4.7605E-24	5.4095E-24	6.2641E-24	7.4365E-24	9.1296E-24	1.1767E-23	1.6289E-23	2.4508E-23	3.2224E-23
1.0000E+06	1.3926E-24	1.5426E-24	1.7294E-24	1.9667E-24	2.2801E-24	2.7106E-24	3.3341E-24	4.3084E-24	5.9849E-24	9.0413E-24	1.1911E-23
1.2590E+06	5.0222E-25	5.5662E-25	6.2458E-25	7.1071E-25	8.2477E-25	9.8175E-25	1.2096E-24	1.5670E-24	2.1841E-24	3.3138E-24	4.3760E-24
1.5850E+06	1.8072E-25	2.0039E-25	2.2503E-25	2.5620E-25	2.9757E-25	3.5460E-25	4.3758E-25	5.6809E-25	7.9437E-25	1.2104E-24	1.6026E-24
1.9950E+06	6.5108E-26	7.2226E-26	8.1140E-26	9.2438E-26	1.0744E-25	1.2816E-25	1.5836E-25	2.0599E-25	2.8887E-25	4.4201E-25	5.8674E-25
2.5120E+06	2.3539E-26	2.6122E-26	2.9350E-26	3.3462E-26	3.8917E-26	4.6459E-26	5.7472E-26	7.4884E-26	1.0528E-25	1.6171E-25	2.1519E-25
3.1620E+06	8.5491E-27	9.4900E-27	1.0664E-26	1.2166E-26	1.4156E-26	1.6911E-26	2.0939E-26	2.7323E-26	3.8500E-26	5.9329E-26	7.9133E-26
3.9810E+06	3.1201E-27	3.4643E-27	3.8936E-27	4.4438E-27	5.1731E-27	6.1832E-27	7.6620E-27	1.0009E-26	1.4131E-26	2.1839E-26	2.9188E-26
5.0120E+06	1.1442E-27	1.2707E-27	1.4285E-27	1.6308E-27	1.8991E-27	2.2709E-27	2.8158E-27	3.6822E-27	5.2066E-27	8.0665E-27	1.0799E-26
6.3100E+06	4.2202E-28	4.6876E-28	5.2709E-28	6.0187E-28	7.0107E-28	8.3864E-28	1.0404E-27	1.3617E-27	1.9279E-27	2.9931E-27	4.0128E-27
7.9430E+06	1.5699E-28	1.7440E-28	1.9613E-28	2.2400E-28	2.6098E-28	3.1229E-28	3.8761E-28	5.0761E-28	7.1949E-28	1.1189E-27	1.5019E-27
1.0000E+07	5.9131E-29	6.5697E-29	7.3894E-29	8.4408E-29	9.8362E-29	1.1773E-28	1.4617E-28	1.9154E-28	2.7172E-28	4.2317E-28	5.6854E-28
1.2590E+07	2.2655E-29	2.5173E-29	2.8317E-29	3.2350E-29	3.7704E-29	4.5137E-29	5.6059E-29	7.3490E-29	1.0433E-28	1.6266E-28	2.1870E-28
1.5850E+07	8.8576E-30	9.8422E-30	1.1072E-29	1.2651E-29	1.4746E-29	1.7657E-29	2.1935E-29	2.8765E-29	4.0861E-29	6.3766E-29	8.5778E-29
